MolWt,LogP,TPSA,RotB,AroProp,logS
167.85,2.5954000000000006,0.0,0,0.0,-2.18
133.405,2.376500000000001,0.0,0,0.0,-2.0
167.85,2.5938,0.0,1,0.0,-1.74
133.405,2.0289,0.0,1,0.0,-1.48
187.37500000000003,2.9189,0.0,1,0.0,-3.04
98.96000000000001,1.81,0.0,0,0.0,-1.29
96.94399999999999,1.9352,0.0,0,0.0,-1.64
118.176,1.4054,18.46,4,0.0,-0.43
215.894,4.3002,0.0,0,0.6,-4.57
132.20599999999996,2.5654000000000003,0.0,0,0.6,-4.37
215.894,4.3002,0.0,0,0.6,-4.63
181.44899999999998,3.6468000000000007,0.0,0,0.6666666666666666,-4.0
120.195,2.611860000000001,0.0,0,0.6666666666666666,-3.2
393.69800000000004,4.7366,0.0,0,0.6,-6.98
215.894,4.3002,0.0,0,0.6,-5.56
134.22199999999998,2.9202800000000018,0.0,0,0.6,-4.59
314.802,3.974100000000001,0.0,0,0.6666666666666666,-4.5
181.449,3.6468000000000007,0.0,0,0.6666666666666666,-3.59
120.195,2.611860000000001,0.0,0,0.6666666666666666,-3.31
110.11199999999998,1.0977999999999999,40.46,0,0.75,0.62
235.90599999999998,3.2116000000000007,0.0,0,0.75,-3.5
187.862,1.7762,0.0,1,0.0,-1.68
147.00399999999996,2.9934000000000003,0.0,0,0.75,-3.05
98.96000000000001,1.464,0.0,1,0.0,-1.06
112.98700000000001,1.8525,0.0,1,0.0,-1.6
170.92000000000002,2.6495999999999995,0.0,1,0.0,-2.74
118.176,1.0594000000000001,18.46,5,0.0,-0.77
134.22199999999998,2.811400000000001,0.0,2,0.6,-3.28
168.10799999999995,1.503,86.28,2,0.5,-3.1
58.08,0.4051,12.53,0,0.0,-0.59
314.802,3.974100000000001,0.0,0,0.6666666666666666,-5.6
181.449,3.6468000000000007,0.0,0,0.6666666666666666,-4.48
120.19499999999998,2.611860000000001,0.0,0,0.6666666666666666,-3.4
213.10499999999996,1.4112,129.42000000000002,3,0.4,-2.89
110.11199999999998,1.0977999999999999,40.46,0,0.75,0.81
54.09199999999999,1.3584,0.0,1,0.0,-1.87
235.90599999999998,3.2116000000000007,0.0,0,0.75,-3.54
147.004,2.993400000000001,0.0,0,0.75,-3.04
112.98700000000001,1.8540999999999999,0.0,2,0.0,-1.62
132.232,0.49030000000000007,24.06,2,0.0,-1.46
114.094,1.9648,0.0,0,0.75,-2.0
156.22799999999998,3.456640000000002,0.0,0,0.8333333333333334,-4.29
168.10799999999995,1.503,86.28,2,0.5,-2.29
110.11199999999998,1.0977999999999999,40.46,0,0.75,-0.17
80.12999999999998,1.8926,0.0,0,0.0,-2.06
235.90599999999998,3.2116000000000007,0.0,0,0.75,-4.07
147.00400000000002,2.993400000000001,0.0,0,0.75,-3.27
134.22199999999998,2.811400000000001,0.0,2,0.6,-3.75
114.094,1.9647999999999999,0.0,0,0.75,-1.97
156.228,3.456640000000002,0.0,0,0.8333333333333334,-4.14
168.10799999999995,1.503,86.28,2,0.5,-3.39
68.119,1.7485,0.0,2,0.0,-2.09
156.228,3.456640000000002,0.0,0,0.8333333333333334,-4.679
82.14599999999999,2.1386000000000003,0.0,3,0.0,-2.68
180.20999999999998,2.7830000000000004,25.78,0,1.0,-2.68
154.253,2.7441000000000013,9.23,0,0.0,-1.74
302.4580000000001,4.269300000000004,37.3,0,0.0,-3.999
194.23700000000002,2.970200000000001,38.91,0,0.9333333333333333,-4.22
137.01999999999998,2.0373,0.0,1,0.0,-2.43
137.01999999999998,2.1814,0.0,2,0.0,-2.37
179.101,3.351700000000002,0.0,5,0.0,-4.43
165.074,2.9616000000000016,0.0,4,0.0,-3.81
207.07,3.6023000000000014,0.0,0,0.9090909090909091,-4.35
193.128,3.741800000000003,0.0,6,0.0,-5.06
151.047,2.5715000000000012,0.0,3,0.0,-3.08
122.993,1.7913000000000001,0.0,1,0.0,-1.73
74.12299999999999,0.7787999999999999,20.23,2,0.0,0.0
56.108,1.5824,0.0,1,0.0,-1.94
54.09199999999999,1.0295999999999998,0.0,0,0.0,-1.24
143.411,1.6200999999999999,0.0,1,0.0,-1.32
92.569,1.8812,0.0,1,0.0,-2.0
92.56899999999999,2.0253,0.0,2,0.0,-2.03
134.65,3.1956000000000016,0.0,5,0.0,-4.0
120.623,2.805500000000001,0.0,4,0.0,-3.12
162.61899999999997,3.4932000000000016,0.0,0,0.9090909090909091,-3.93
106.596,2.415400000000001,0.0,3,0.0,-2.73
78.542,1.6352,0.0,1,0.0,-1.47
158.285,3.119400000000002,20.23,8,0.0,-3.63
140.26999999999998,3.9230000000000036,0.0,7,0.0,-5.51
186.33899999999997,3.8996000000000035,20.23,10,0.0,-4.8
156.22799999999998,3.4022000000000023,0.0,1,0.8333333333333334,-4.17
116.204,1.9491,20.23,5,0.0,-1.81
98.189,2.752700000000001,0.0,4,0.0,-3.73
96.17299999999999,2.1999000000000004,0.0,3,0.0,-3.01
242.44699999999992,5.460000000000006,20.23,14,0.0,-7.0
102.17699999999999,1.559,20.23,4,0.0,-1.24
84.16199999999999,2.3626000000000005,0.0,3,0.0,-3.23
100.16099999999999,1.3334,20.23,3,0.0,-0.59
82.14599999999999,1.8098,0.0,2,0.0,-2.36
184.01999999999998,2.2215,0.0,2,0.0,-2.96
226.101,3.3918000000000026,0.0,5,0.0,-4.81
254.07000000000002,3.4444000000000017,0.0,0,0.9090909090909091,-4.55
169.993,1.8314,0.0,1,0.0,-2.29
96.17300000000002,2.5067000000000004,0.0,0,0.0,-3.27
180.25000000000003,3.566220000000002,0.0,0,0.8571428571428571,-5.22
142.201,3.148220000000002,0.0,0,0.9090909090909091,-3.7
192.261,4.301420000000003,0.0,0,0.9333333333333333,-5.85
126.115,-0.9264000000000001,54.86,0,0.6666666666666666,-0.807
144.17299999999997,2.5454000000000008,20.23,0,0.9090909090909091,-2.22
143.189,2.4220000000000006,26.02,0,0.9090909090909091,-1.92
173.171,2.748000000000001,43.14,1,0.7692307692307693,-3.54
89.09399999999998,0.6731,43.14,2,0.0,-0.8
144.258,2.7293000000000016,20.23,7,0.0,-3.01
126.243,3.5329000000000024,0.0,6,0.0,-5.05
124.22699999999999,2.980100000000002,0.0,5,0.0,-4.24
270.50099999999986,6.240200000000008,20.23,16,0.0,-8.4
130.23100000000002,2.3392000000000013,20.23,6,0.0,-2.39
112.216,3.142800000000002,0.0,5,0.0,-4.44
110.19999999999999,2.5900000000000007,0.0,4,0.0,-3.66
228.41999999999993,5.069900000000006,20.23,13,0.0,-6.35
88.14999999999999,1.1689,20.23,3,0.0,-0.6
70.135,1.9725,0.0,2,0.0,-2.68
68.11899999999999,1.4197,0.0,1,0.0,-1.64
122.16699999999996,1.7399,20.23,1,0.6666666666666666,-0.92
60.096,0.3887,20.23,1,0.0,0.62
214.39299999999994,4.679800000000005,20.23,12,0.0,-5.84
498.66200000000026,9.887599999999999,0.0,1,0.5454545454545454,-11.6
429.77200000000016,8.580799999999998,0.0,1,0.6,-9.16
360.88200000000006,7.274000000000001,0.0,1,0.6666666666666666,-8.01
429.77200000000016,8.580799999999998,0.0,1,0.6,-9.15
360.88200000000006,7.274000000000001,0.0,1,0.6666666666666666,-8.6
291.99199999999996,5.967200000000002,0.0,1,0.75,-7.28
395.3270000000001,7.9274000000000004,0.0,1,0.631578947368421,-7.92
395.3270000000001,7.9274000000000004,0.0,1,0.631578947368421,-8.94
360.88200000000006,7.274000000000001,0.0,1,0.6666666666666666,-7.68
326.437,6.620600000000001,0.0,1,0.7058823529411765,-7.21
326.437,6.620600000000001,0.0,1,0.7058823529411765,-7.43
360.88200000000006,7.274000000000001,0.0,1,0.6666666666666666,-7.42
291.9920000000001,5.967200000000002,0.0,1,0.75,-6.47
100.20499999999998,2.6885000000000012,0.0,0,0.0,-4.36
360.88200000000006,7.274000000000001,0.0,1,0.6666666666666666,-8.56
360.88200000000006,7.274000000000001,0.0,1,0.6666666666666666,-8.71
291.99199999999996,5.967200000000002,0.0,1,0.75,-6.57
326.437,6.620600000000001,0.0,1,0.7058823529411765,-7.32
114.23199999999999,3.0786000000000016,0.0,1,0.0,-4.74
128.259,3.468700000000003,0.0,2,0.0,-5.05
291.99199999999996,5.967200000000002,0.0,1,0.75,-7.39
102.17699999999998,1.4149,20.23,2,0.0,-1.04
86.17799999999998,2.442500000000001,0.0,0,0.0,-3.55
100.20499999999998,2.832600000000001,0.0,1,0.0,-4.36
116.20399999999998,1.8050000000000002,20.23,3,0.0,-1.52
88.14999999999999,1.0248,20.23,0,0.0,-0.4
223.102,4.660400000000002,0.0,1,0.8571428571428571,-5.27
360.88200000000006,7.274,0.0,1,0.6666666666666666,-7.82
395.3270000000001,7.9274000000000004,0.0,1,0.631578947368421,-7.66
360.88200000000006,7.274000000000001,0.0,1,0.6666666666666666,-7.39
326.437,6.620600000000001,0.0,1,0.7058823529411765,-7.8
326.437,6.620600000000001,0.0,1,0.7058823529411765,-7.92
291.992,5.967200000000002,0.0,1,0.75,-7.25
231.893,4.0058,20.23,0,0.5454545454545454,-3.15
231.89299999999997,4.005799999999999,20.23,0,0.5454545454545454,-3.1
257.547,5.313800000000001,0.0,1,0.8,-6.29
257.547,5.313800000000001,0.0,1,0.8,-6.26
197.448,3.3524000000000003,20.23,0,0.6,-2.67
114.23199999999999,2.9345000000000017,0.0,2,0.0,-4.8
231.893,4.0058,20.23,0,0.5454545454545454,-3.37
257.547,5.313800000000001,0.0,1,0.8,-6.01
197.44799999999998,3.3523999999999994,20.23,0,0.6,-2.67
197.44799999999998,3.3523999999999994,20.23,0,0.6,-2.64
192.00100000000003,2.901600000000001,43.14,1,0.5454545454545454,-3.48
163.003,2.699,20.23,0,0.6666666666666666,-1.3
82.146,2.1386000000000003,0.0,1,0.0,-2.4
86.178,2.2984,0.0,1,0.0,-3.65
156.22799999999998,3.456640000000002,0.0,0,0.8333333333333334,-4.72
100.20499999999998,2.6885000000000012,0.0,2,0.0,-4.28
107.156,1.69844,12.89,0,0.75,0.38
257.547,5.313800000000001,0.0,1,0.8,-6.27
257.547,5.313800000000001,0.0,1,0.8,-6.25
197.448,3.3524000000000003,20.23,0,0.6,-2.21
257.547,5.313800000000001,0.0,1,0.8,-6.14
197.44799999999998,3.3523999999999994,20.23,0,0.6,-2.34
136.194,2.3174600000000005,20.23,0,0.6,-2.05
227.13199999999998,1.7196200000000006,129.42000000000002,3,0.375,-3.22
163.003,2.699,20.23,0,0.6666666666666666,-1.55
116.20399999999998,1.8034,20.23,2,0.0,-0.92
116.20399999999998,1.6593,20.23,2,0.0,-1.22
114.18799999999997,1.8675,17.07,2,0.0,-1.3
100.20499999999998,2.6885000000000012,0.0,2,0.0,-4.26
122.16699999999999,2.0090399999999997,20.23,0,0.6666666666666666,-1.19
107.15599999999999,1.69844,12.89,0,0.75,0.38
182.135,1.8114200000000005,86.28,2,0.46153846153846156,-2.82
223.102,4.660400000000002,0.0,1,0.8571428571428571,-5.28
223.102,4.660400000000002,0.0,1,0.8571428571428571,-5.25
163.003,2.699,20.23,0,0.6666666666666666,-1.79
156.228,3.456640000000002,0.0,0,0.8333333333333334,-4.89
122.16699999999999,2.00904,20.23,0,0.6666666666666666,-1.29
107.156,1.69844,12.89,0,0.75,0.45
182.135,1.8114200000000005,86.28,2,0.46153846153846156,-3.0
223.102,4.660400000000003,0.0,1,0.8571428571428571,-5.21
157.216,2.8516400000000006,12.89,0,0.8333333333333334,-1.94
193.249,3.5752000000000015,26.02,0,0.9333333333333333,-5.17
207.07000000000002,3.6023000000000014,0.0,0,0.9090909090909091,-4.4
207.07,3.6023000000000014,0.0,0,0.9090909090909091,-4.4
122.993,1.7897,0.0,0,0.0,-1.59
171.03699999999998,2.7575200000000013,0.0,0,0.75,-2.23
72.107,0.9854,17.07,1,0.0,0.52
70.09100000000001,0.7614000000000001,17.07,1,0.0,0.32
118.17599999999999,0.7953999999999999,29.46,5,0.0,-0.42
106.59599999999999,2.4138,0.0,1,0.0,-2.51
142.58499999999998,2.3486000000000002,9.23,1,0.6666666666666666,-2.46
188.657,4.007000000000002,0.0,1,0.9230769230769231,-4.54
92.569,2.0237,0.0,1,0.0,-1.96
162.61899999999997,3.4932000000000016,0.0,0,0.9090909090909091,-4.14
128.558,2.0456000000000003,20.23,0,0.75,-1.06
78.542,1.6336,0.0,0,0.0,-1.41
126.586,2.6484200000000007,0.0,0,0.75,-3.52
84.082,-1.2591199999999998,88.19,0,0.0,-0.31
156.269,3.3260000000000023,17.07,7,0.0,-3.3
107.15599999999998,1.644,12.89,1,0.75,0.51
102.17699999999999,1.4149,20.23,3,0.0,-1.17
130.231,2.1951000000000005,20.23,5,0.0,-2.11
126.19899999999998,2.3218000000000005,17.07,4,0.0,-2.46
100.16099999999999,1.6215,17.07,3,0.0,-1.52
128.21499999999997,2.401700000000001,17.07,5,0.0,-2.13
156.22799999999998,3.4022000000000014,0.0,1,0.8333333333333334,-4.29
120.19499999999996,2.5574200000000005,0.0,1,0.6666666666666666,-3.21
116.20399999999998,1.9475000000000002,20.23,4,0.0,-1.55
114.18799999999999,2.1557000000000004,17.07,4,0.0,-1.45
102.17699999999998,1.5574,20.23,3,0.0,-0.89
100.16099999999999,1.7656,17.07,3,0.0,-0.8
148.125,0.1253999999999998,71.79,0,0.9090909090909091,-1.947
95.101,0.7871999999999999,33.120000000000005,0,0.8571428571428571,1.02
169.993,1.8298,0.0,0,0.0,-2.09
134.22199999999995,3.118420000000002,0.0,1,0.6,-3.76
162.152,0.42839999999999984,60.790000000000006,1,0.8333333333333334,-1.11
70.13499999999999,1.9725,0.0,0,0.0,-2.56
68.11900000000001,1.7485,0.0,1,0.0,-2.03
70.13499999999999,1.9725,0.0,1,0.0,-2.73
84.16199999999999,2.3626000000000005,0.0,2,0.0,-3.03
130.231,2.3376000000000006,20.23,4,0.0,-1.72
116.20399999999998,1.9475000000000002,20.23,3,0.0,-1.08
102.17699999999998,1.5574,20.23,2,0.0,-0.49
102.17699999999999,1.4133,20.23,2,0.0,-0.7
192.261,4.301420000000002,0.0,0,0.9333333333333333,-6.96
88.14999999999998,1.1673,20.23,1,0.0,0.15
72.151,2.0524,0.0,1,0.0,-3.18
88.14999999999999,1.0248,20.23,2,0.0,-0.47
114.23199999999999,3.2227000000000023,0.0,4,0.0,-5.08
142.201,3.148220000000001,0.0,0,0.9090909090909091,-3.77
86.178,2.442500000000001,0.0,2,0.0,-3.74
102.17699999999999,1.4149,20.23,3,0.0,-1.11
192.261,4.301420000000003,0.0,0,0.9333333333333333,-5.84
108.13999999999999,1.70062,20.23,0,0.75,-0.62
74.12299999999999,0.6347,20.23,1,0.0,0.1
58.123999999999995,1.6622999999999999,0.0,0,0.0,-2.55
56.108000000000004,1.5824,0.0,0,0.0,-2.33
146.153,0.7282199999999999,51.56,0,0.9090909090909091,-0.12
86.134,1.1853,9.23,0,0.0,0.11
144.17299999999997,2.5454,20.23,0,0.9090909090909091,-2.28
89.094,0.6715,43.14,1,0.0,-0.62
144.258,2.727700000000002,20.23,6,0.0,-2.74
142.242,2.935900000000001,17.07,6,0.0,-2.58
130.231,2.3376000000000006,20.23,5,0.0,-2.09
128.21499999999997,2.5458000000000007,17.07,5,0.0,-2.05
88.14999999999999,1.1673,20.23,2,0.0,-0.29
86.13399999999999,1.3755,17.07,2,0.0,-0.19
138.16599999999997,1.0576999999999999,29.46,3,0.6,-0.7
60.096000000000004,0.38710000000000006,20.23,0,0.0,0.43
85.10600000000001,-0.10360000000000008,29.1,0,0.0,1.07
172.312,3.5079000000000025,20.23,8,0.0,-2.94
102.17699999999999,1.4149,20.23,1,0.0,-0.5
102.17699999999999,1.4133,20.23,0,0.0,-0.62
100.16099999999999,1.6215,17.07,0,0.0,-0.72
100.20499999999998,2.832600000000001,0.0,2,0.0,-4.23
192.001,2.901600000000001,43.14,1,0.5454545454545454,-3.2
163.00300000000001,2.6990000000000007,20.23,0,0.6666666666666666,-1.25
122.16699999999999,2.0090399999999997,20.23,0,0.6666666666666666,-1.38
107.15599999999999,1.69844,12.89,0,0.75,0.36
223.102,4.660400000000002,0.0,1,0.8571428571428571,-6.39
163.003,2.699,20.23,0,0.6666666666666666,-1.34
122.16699999999997,2.0090399999999997,20.23,0,0.6666666666666666,-1.4
107.15599999999998,1.69844,12.89,0,0.75,0.38
352.39000000000004,2.782800000000001,75.71,6,0.46153846153846156,-5.071
142.58499999999998,2.3486000000000002,9.23,1,0.6666666666666666,-2.78
188.657,4.007000000000002,0.0,1,0.9230769230769231,-4.88
128.558,2.0456,20.23,0,0.75,-0.7
89.525,1.1388800000000001,23.79,1,0.0,-0.29
324.33600000000007,2.0025999999999993,75.71,4,0.5,-4.47
116.204,1.9475,20.23,3,0.0,-0.85
116.20399999999998,1.9475,20.23,4,0.0,-1.47
394.471,3.9531000000000027,75.71,9,0.41379310344827586,-6.301
102.17699999999999,1.5574,20.23,3,0.0,-0.8
100.16099999999999,1.7656,17.07,3,0.0,-0.83
380.444,3.5630000000000024,75.71,8,0.42857142857142855,-5.886
82.14599999999999,1.8098,0.0,0,0.0,-1.99
70.135,1.8284,0.0,1,0.0,-2.73
88.14999999999999,1.0231999999999999,20.23,1,0.0,-0.18
86.13399999999999,1.2314,17.07,1,0.0,-0.12
102.17699999999999,1.4149,20.23,3,0.0,-0.72
102.17699999999999,1.4149,20.23,3,0.0,-0.71
100.16099999999999,1.6215,17.07,2,0.0,-0.67
130.23099999999997,2.3376,20.23,4,0.0,-1.6
116.20399999999998,1.9475,20.23,3,0.0,-0.98
102.17699999999998,1.5574,20.23,2,0.0,-0.36
88.14999999999999,1.0248,20.23,2,0.0,-0.51
268.3589999999999,5.553220000000004,0.0,0,0.8571428571428571,-7.92
114.23199999999999,3.2227000000000023,0.0,4,0.0,-5.16
131.17799999999997,2.4763200000000003,15.79,0,0.9,-2.42
86.178,2.442500000000001,0.0,2,0.0,-3.68
108.13999999999999,1.7006199999999998,20.23,0,0.75,-0.68
130.23099999999997,2.3376,20.23,5,0.0,-1.98
408.498,4.343200000000004,75.71,10,0.4,-6.523
88.15,1.1673,20.23,2,0.0,-0.24
86.134,1.3755,17.07,2,0.0,-0.28
366.41700000000003,3.172900000000002,75.71,7,0.4444444444444444,-4.678
338.36300000000006,2.3927000000000005,75.71,5,0.48,-4.907
223.102,4.660400000000002,0.0,1,0.8571428571428571,-6.56
173.00900000000001,2.1547,20.23,0,0.75,-1.09
171.03700000000003,2.7575200000000013,0.0,0,0.75,-3.19
142.585,2.3486000000000002,9.23,1,0.6666666666666666,-2.78
128.558,2.0456,20.23,0,0.75,-0.7
126.586,2.6484200000000007,0.0,0,0.75,-3.08
120.19499999999996,2.5574200000000005,0.0,1,0.6666666666666666,-3.11
116.204,1.9475,20.23,4,0.0,-1.4
114.18799999999999,2.1557000000000004,17.07,4,0.0,-1.3
194.27399999999992,3.220600000000001,40.46,5,0.42857142857142855,-2.59
95.10099999999998,0.7871999999999999,33.120000000000005,0,0.8571428571428571,1.02
134.22199999999998,3.118420000000002,0.0,1,0.6,-3.77
162.15200000000002,0.4283999999999998,60.790000000000006,1,0.8333333333333334,-1.11
102.17699999999998,1.4133,20.23,2,0.0,-0.8
100.16099999999999,1.6215,17.07,2,0.0,-0.74
168.239,3.662020000000002,0.0,1,0.9230769230769231,-4.62
102.17699999999999,1.4149,20.23,3,0.0,-1.14
146.15299999999996,0.7282199999999999,51.56,0,0.9090909090909091,-0.466
180.16299999999998,1.5531999999999997,72.24000000000001,2,0.46153846153846156,-2.692
86.134,0.9449,20.23,3,0.0,-0.15
224.25999999999996,1.1050999999999993,75.27000000000001,3,0.0,-2.253
238.28699999999998,1.3510999999999993,75.27000000000001,3,0.0,-2.593
208.21699999999996,0.49099999999999966,75.27000000000001,4,0.0,-2.077
212.249,0.6507999999999994,75.27000000000001,2,0.0,-2.766
156.141,-0.6214000000000004,75.27000000000001,0,0.0,-1.742
148.205,2.271,20.23,0,0.5454545454545454,-1.99
256.348,5.763040000000004,0.0,0,0.9,-7.01
196.20599999999996,0.3248999999999995,75.27000000000001,3,0.0,-1.614
210.23299999999998,0.5708999999999995,75.27000000000001,3,0.0,-1.708
182.17899999999997,-0.06520000000000037,75.27000000000001,2,0.0,-1.16
244.25,0.8664999999999998,75.27000000000001,3,0.3333333333333333,-2.369
226.27599999999995,1.1849999999999992,75.27000000000001,4,0.0,-2.658
198.22199999999998,0.4047999999999994,75.27000000000001,2,0.0,-2.148
232.239,0.7003999999999997,75.27000000000001,2,0.35294117647058826,-2.322
130.078,-0.7977000000000001,65.72,0,0.6666666666666666,-1.077
145.161,1.9404,33.120000000000005,0,0.9090909090909091,-2.54
170.16799999999998,-0.2313000000000005,75.27000000000001,1,0.0,-1.228
242.321,5.454620000000004,0.0,0,0.9473684210526315,-6.59
125.13099999999999,-0.33948000000000017,71.77000000000001,0,0.6666666666666666,-1.458
142.242,2.935900000000001,17.07,6,0.0,-2.58
243.309,4.728400000000002,26.02,0,0.9473684210526315,-6.2
145.161,1.9403999999999997,33.120000000000005,0,0.9090909090909091,-2.16
162.15200000000002,0.42839999999999984,60.790000000000006,1,0.8333333333333334,-1.139
242.321,5.454620000000004,0.0,0,0.9473684210526315,-6.57
256.348,5.763040000000005,0.0,0,0.9,-7.02
162.152,0.42839999999999984,60.790000000000006,1,0.8333333333333334,-0.91
146.153,0.7282199999999998,51.56,0,0.9090909090909091,-0.854
145.16099999999997,1.9403999999999995,33.120000000000005,0,0.9090909090909091,-2.42
206.28799999999998,4.609840000000004,0.0,0,0.875,-6.57
194.23299999999998,3.6986000000000017,20.23,0,0.9333333333333333,-4.73
192.261,4.301420000000003,0.0,0,0.9333333333333333,-5.89
466.47900000000016,5.630000000000004,55.38000000000001,10,0.4444444444444444,-6.237
154.21199999999996,2.9384000000000015,0.0,0,0.8333333333333334,-4.63
152.19599999999994,3.3236000000000017,0.0,0,0.8333333333333334,-3.96
183.16899999999998,1.24,55.4,3,0.0,0.54
59.068,-0.5084,43.09,0,0.0,1.58
135.16599999999997,1.6449999999999998,29.1,1,0.6,-1.33
222.251,-0.8561000000000003,115.03999999999999,2,0.38461538461538464,-2.36
41.053,0.52988,23.79,0,0.0,0.26
120.15099999999995,1.8892,17.07,1,0.6666666666666666,-1.28
293.34800000000007,1.9493400000000003,89.43,3,0.55,-3.59
179.22199999999998,3.3880000000000017,12.89,0,1.0,-3.67
56.064,0.37129999999999996,17.07,1,0.0,0.57
53.06399999999999,0.6959799999999999,23.79,0,0.0,0.15
135.13,-0.0648999999999999,80.47999999999999,0,0.9,-2.12
300.3980000000001,3.2664000000000017,51.21,0,0.0,-3.48
269.77199999999993,2.9871000000000016,29.54,6,0.3333333333333333,-3.26
360.45000000000005,1.8457,91.67000000000002,3,0.0,-3.85
364.914,5.270200000000002,0.0,0,0.0,-6.307
158.117,-2.1798,113.32,1,0.0,-1.6
162.27899999999997,1.7553,17.07,5,0.0,-0.83
136.114,-0.35380000000000006,74.43,0,0.9,-2.266
142.07,-2.0785,92.34,0,0.0,-1.25
286.156,-4.819399999999998,191.0,1,0.0,-1.99
210.285,0.0696000000000001,48.39000000000001,3,0.4,-3.364
227.337,1.8455999999999997,62.730000000000004,5,0.4,-3.04
457.4320000000001,-3.1080199999999985,202.31999999999996,7,0.1875,-0.77
208.26099999999997,1.77922,41.57,2,0.4,-2.36
231.299,1.55042,30.17,2,0.6470588235294118,-0.364
100.14599999999999,0.7253000000000001,38.91,0,0.8333333333333334,-0.36
293.41400000000004,4.871880000000004,27.96,4,0.5454545454545454,-5.47
84.082,-0.6131000000000002,67.59,0,0.8333333333333334,0.522
226.27599999999998,1.1849999999999998,75.27000000000001,4,0.0,-2.468
203.245,1.0666200000000003,52.95,1,0.7333333333333333,-0.624
256.30499999999995,2.1311,55.24,4,0.631578947368421,-2.596
286.415,4.087400000000003,34.14,0,0.0,-3.69
290.447,3.959100000000003,37.3,0,0.0,-4.402
148.20499999999998,2.728300000000001,9.23,2,0.5454545454545454,-3.13
93.12899999999999,1.2688000000000001,26.02,0,0.8571428571428571,-0.41
367.86,4.331900000000004,38.77,7,0.2857142857142857,-4.432
108.13999999999997,1.6952,9.23,1,0.75,-1.85
178.23399999999995,3.993000000000002,0.0,0,1.0,-6.35
208.21599999999998,2.4620000000000006,34.14,0,0.75,-5.19
188.23000000000002,1.4844199999999999,26.93,1,0.7857142857142857,0.715
300.3620000000001,2.0642199999999997,56.220000000000006,2,0.2727272727272727,-3.538
