SMILES,MolWt,LogP,TPSA,RotB,AroProp
COc1cccc(Cl)c1,142.58499999999998,2.3486,9.23,1,0.6666666666666666
c1c(Cl)cccc1c2ccccc2,188.657,4.007000000000002,0.0,1,0.9230769230769232
Oc1cccc(Cl)c1,128.558,2.0456,20.23,0,0.75
ClCCC#N ,89.525,1.13888,23.79,1,0.0
O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3,324.33600000000007,2.0025999999999993,75.71,4,0.5
CCC(O)(CC)CC,116.204,1.9475,20.23,3,0.0
CCCCC(O)CC,116.20399999999998,1.9475,20.23,4,0.0
O=C1N(COC(=O)CCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,394.471,3.9531000000000023,75.71,9,0.4137931034482758
CCCC(O)CC,102.177,1.5574,20.23,3,0.0
CCCC(=O)CC,100.161,1.7656,17.07,3,0.0
O=C1N(COC(=O)CCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,380.444,3.5630000000000024,75.71,8,0.4285714285714285
CCC#CCC,82.14599999999999,1.8098,0.0,0,0.0
CC(C)C=C,70.135,1.8284,0.0,1,0.0
CC(C)C(C)O,88.14999999999999,1.0232,20.23,1,0.0
CC(C)C(=O)C,86.13399999999999,1.2314,17.07,1,0.0
CCC(C)CCO,102.177,1.4149,20.23,3,0.0
CCC(C)CCO,102.177,1.4149,20.23,3,0.0
CCC(C)C(=O)C,100.161,1.6215,17.07,2,0.0
CCCCC(C)(O)CC,130.23099999999997,2.3376,20.23,4,0.0
CCCC(C)(O)CC,116.20399999999998,1.9475,20.23,3,0.0
CCC(C)(O)CC,102.17699999999998,1.5574,20.23,2,0.0
CC(C)CCO,88.14999999999999,1.0248,20.23,2,0.0
c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,268.3589999999999,5.553220000000004,0.0,0,0.8571428571428571
CCCCC(C)CC,114.232,3.2227000000000023,0.0,4,0.0
Cc1c[nH]c2ccccc12 ,131.17799999999997,2.4763200000000003,15.79,0,0.9
CCC(C)CC,86.178,2.442500000000001,0.0,2,0.0
Cc1cccc(O)c1,108.14,1.7006199999999998,20.23,0,0.75
CCCCCC(O)CC,130.23099999999997,2.3376,20.23,5,0.0
O=C1N(COC(=O)CCCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,408.498,4.343200000000004,75.71,10,0.4
CCC(O)CC,88.15,1.1673,20.23,2,0.0
CCC(=O)CC,86.134,1.3755,17.07,2,0.0
O=C1N(COC(=O)CCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,366.417,3.172900000000002,75.71,7,0.4444444444444444
O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3,338.36300000000006,2.3927000000000005,75.71,5,0.48
Clc1ccc(cc1)c2ccc(Cl)cc2 ,223.102,4.660400000000002,0.0,1,0.8571428571428571
Oc1ccc(Br)cc1,173.009,2.1547,20.23,0,0.75
Cc1ccc(Br)cc1,171.03700000000003,2.7575200000000013,0.0,0,0.75
COc1ccc(Cl)cc1,142.585,2.3486,9.23,1,0.6666666666666666
Oc1ccc(Cl)cc1,128.558,2.0456,20.23,0,0.75
Cc1ccc(Cl)cc1,126.586,2.6484200000000007,0.0,0,0.75
CCc1ccc(C)cc1,120.19499999999996,2.5574200000000005,0.0,1,0.6666666666666666
CCCC(O)CCC,116.204,1.9475,20.23,4,0.0
CCCC(=O)CCC,114.188,2.1557000000000004,17.07,4,0.0
c1(O)cc(O)ccc1CCCCCC,194.27399999999992,3.220600000000001,40.46,5,0.4285714285714285
Oc1ccncc1,95.10099999999998,0.7871999999999999,33.120000000000005,0,0.8571428571428571
CC(C)c1ccc(C)cc1,134.22199999999998,3.118420000000002,0.0,1,0.6
COc1ncnc2nccnc12 ,162.15200000000002,0.4283999999999998,60.790000000000006,1,0.8333333333333334
CC(C)CC(C)O,102.17699999999998,1.4133,20.23,2,0.0
CC(C)CC(=O)C,100.161,1.6215,17.07,2,0.0
Cc1ccc(cc1)c2ccccc2,168.239,3.662020000000002,0.0,1,0.9230769230769232
CC(C)CCCO,102.177,1.4149,20.23,3,0.0
Cc1ncnc2nccnc12,146.15299999999996,0.7282199999999999,51.56,0,0.9090909090909092
CC(=O)Nc1ccc(cc1)N(=O)=O,180.163,1.5531999999999997,72.24000000000001,2,0.4615384615384615
OCCCC=C,86.134,0.9449,20.23,3,0.0
O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C,224.25999999999996,1.1050999999999993,75.27000000000001,3,0.0
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,238.287,1.3510999999999993,75.27000000000001,3,0.0
O=C1NC(=O)NC(=O)C1(CC=C)CC=C,208.21699999999996,0.4909999999999996,75.27000000000001,4,0.0
O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C,212.249,0.6507999999999994,75.27000000000001,2,0.0
O=C1NC(=O)NC(=O)C1(C)C,156.141,-0.6214000000000004,75.27000000000001,0,0.0
Oc2ccc1CCCCc1c2 ,148.205,2.271,20.23,0,0.5454545454545454
Cc1c(C)c2c3ccccc3ccc2c4ccccc14,256.348,5.763040000000004,0.0,0,0.9
O=C1NC(=O)NC(=O)C1(CC)CC=C,196.20599999999996,0.3248999999999995,75.27000000000001,3,0.0
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C,210.233,0.5708999999999995,75.27000000000001,3,0.0
O=C1NC(=O)NC(=O)C1(C)CC=C,182.17899999999997,-0.0652000000000003,75.27000000000001,2,0.0
O=C1NC(=O)NC(=O)C1(CC=C)c1ccccc1,244.25,0.8664999999999998,75.27000000000001,3,0.3333333333333333
O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,226.27599999999995,1.1849999999999992,75.27000000000001,4,0.0
O=C1NC(=O)NC(=O)C1(CC)C(C)C,198.222,0.4047999999999994,75.27000000000001,2,0.0
O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,232.239,0.7003999999999997,75.27000000000001,2,0.3529411764705882
Fc1c[nH]c(=O)[nH]c1=O ,130.078,-0.7977000000000001,65.72,0,0.6666666666666666
Oc1cccc2ncccc12 ,145.161,1.9404,33.120000000000005,0,0.9090909090909092
O=C1NC(=O)NC(=O)C1(C)CC,170.16799999999998,-0.2313000000000005,75.27000000000001,1,0.0
c1cccc2c3c(C)cc4ccccc4c3ccc12,242.321,5.454620000000004,0.0,0,0.9473684210526316
Nc1c(C)c[nH]c(=O)n1 ,125.131,-0.3394800000000001,71.77000000000001,0,0.6666666666666666
CCCCC(=O)CCCC,142.242,2.935900000000001,17.07,6,0.0
Nc3cc2c1ccccc1ccc2c4ccccc34 ,243.309,4.728400000000002,26.02,0,0.9473684210526316
Oc2ccc1ncccc1c2 ,145.161,1.9403999999999997,33.120000000000005,0,0.9090909090909092
COc2cnc1ncncc1n2,162.15200000000002,0.4283999999999998,60.790000000000006,1,0.8333333333333334
Cc1cc2c3ccccc3ccc2c4ccccc14,242.321,5.454620000000004,0.0,0,0.9473684210526316
Cc1c2ccccc2c(C)c3ccc4ccccc4c13,256.348,5.763040000000005,0.0,0,0.9
COc2cnc1cncnc1n2,162.152,0.4283999999999998,60.790000000000006,1,0.8333333333333334
Cc2cnc1cncnc1n2,146.153,0.7282199999999998,51.56,0,0.9090909090909092
Oc1cccc2cccnc12 ,145.16099999999997,1.9403999999999997,33.120000000000005,0,0.9090909090909092
Cc1c2ccccc2c(C)c3ccccc13,206.288,4.609840000000004,0.0,0,0.875
c3ccc2c(O)c1ccccc1cc2c3 ,194.233,3.6986000000000017,20.23,0,0.9333333333333332
Cc1c2ccccc2cc3ccccc13,192.261,4.301420000000003,0.0,0,0.9333333333333332
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,466.47900000000016,5.630000000000004,55.38000000000001,10,0.4444444444444444
C1Cc2cccc3cccc1c23,154.21199999999996,2.9384000000000015,0.0,0,0.8333333333333334
C1=Cc2cccc3cccc1c23,152.19599999999994,3.3236000000000017,0.0,0,0.8333333333333334
COP(=O)(NC(C)=O)SC ,183.169,1.24,55.4,3,0.0
CC(=O)N,59.068,-0.5084,43.09,0,0.0
CC(=O)Nc1ccccc1,135.16599999999997,1.6449999999999998,29.1,1,0.6
CC(=O)Nc1nnc(s1)S(N)(=O)=O ,222.251,-0.8561000000000003,115.04,2,0.3846153846153846
CC#N,41.053,0.52988,23.79,0,0.0
CC(=O)c1ccccc1,120.15099999999995,1.8892,17.07,1,0.6666666666666666
CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C ,293.34800000000007,1.9493400000000003,89.43,3,0.55
c3ccc2nc1ccccc1cc2c3,179.22199999999998,3.3880000000000017,12.89,0,1.0
C=CC=O,56.064,0.3712999999999999,17.07,1,0.0
C=CC#N,53.06399999999999,0.6959799999999999,23.79,0,0.0
Nc1ncnc2nc[nH]c12 ,135.13,-0.0648999999999999,80.47999999999999,0,0.9
CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O) ,300.3980000000001,3.2664000000000017,51.21,0,0.0
CCc1cccc(CC)c1N(COC)C(=O)CCl ,269.77199999999993,2.9871000000000016,29.54,6,0.3333333333333333
CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O ,360.4500000000001,1.8457,91.67000000000002,3,0.0
ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,364.914,5.270200000000002,0.0,0,0.0
NC(=O)NC1NC(=O)NC1=O ,158.117,-2.1798,113.32,1,0.0
C=CCS(=O)SCC=C,162.27899999999997,1.7553,17.07,5,0.0
O=c1[nH]cnc2[nH]ncc12 ,136.114,-0.3538,74.43,0,0.9
O=C1NC(=O)C(=O)C(=O)N1 ,142.07,-2.0785,92.34,0,0.0
C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O),286.156,-4.819399999999998,191.0,1,0.0
CN(C)c1nc(nc(n1)N(C)C)N(C)C,210.285,0.0696000000000001,48.39000000000001,3,0.4
CCNc1nc(NC(C)C)nc(SC)n1,227.337,1.8455999999999997,62.73,5,0.4
OCC3OC(OCC2OC(OC(C#N)c1ccccc1)C(O)C(O)C2O)C(O)C(O)C3O ,457.4320000000001,-3.1080199999999985,202.31999999999996,7,0.1875
CNC(=O)Oc1ccc(N(C)C)c(C)c1,208.26099999999997,1.77922,41.57,2,0.4
CN(C)c2c(C)n(C)n(c1ccccc1)c2=O ,231.299,1.55042,30.17,2,0.6470588235294118
Nc1nccs1 ,100.146,0.7253000000000001,38.91,0,0.8333333333333334
CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,293.41400000000004,4.871880000000004,27.96,4,0.5454545454545454
Nc1nc[nH]n1,84.082,-0.6131000000000002,67.59,0,0.8333333333333334
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,226.276,1.1849999999999998,75.27000000000001,4,0.0
Cc2c(N)c(=O)n(c1ccccc1)n2C,203.245,1.0666200000000003,52.95,1,0.7333333333333333
COc1ccc(cc1)C(O)(C2CC2)c3cncnc3 ,256.30499999999995,2.1311,55.24,4,0.631578947368421
CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O,286.415,4.087400000000003,34.14,0,0.0
CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O,290.447,3.959100000000003,37.3,0,0.0
COc1ccc(C=CC)cc1,148.20499999999998,2.728300000000001,9.23,2,0.5454545454545454
Nc1ccccc1,93.129,1.2688,26.02,0,0.8571428571428571
COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,367.86,4.331900000000004,38.77,7,0.2857142857142857
COc1ccccc1,108.13999999999996,1.6952,9.23,1,0.75
c1ccc2cc3ccccc3cc2c1,178.23399999999995,3.993000000000002,0.0,0,1.0
O=C1c2ccccc2C(=O)c3ccccc13,208.216,2.4620000000000006,34.14,0,0.75
Cc1cc(=O)n(c2ccccc2)n1C,188.23,1.48442,26.93,1,0.7857142857142857
CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C ,300.3620000000001,2.0642199999999997,56.220000000000006,2,0.2727272727272727
OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O,366.84400000000016,5.505100000000005,54.37,2,0.4615384615384615
CCNc1nc(NC(C)C)nc(OC)n1,211.269,1.1322999999999996,71.96000000000001,5,0.4
CCNc1nc(Cl)nc(NC(C)C)n1,215.688,1.7770999999999997,62.73,4,0.4285714285714285
CCN(CC)C(=O)CSc1ccc(Cl)nn1,259.762,2.0904999999999996,46.09,5,0.375
N(=Nc1ccccc1)c2ccccc2,182.226,4.102000000000002,24.72,2,0.8571428571428571
CNC(=O)C=C(C)OP(=O)(OC)OC,223.16499999999996,1.0537,73.86,5,0.0
ClCC#CCOC(=O)Nc1cccc(Cl)c1,258.104,3.130700000000001,38.33,2,0.375
O=C1NC(=O)NC(=O)C1(CC)CC,184.19499999999996,0.1587999999999993,75.27000000000001,2,0.0
NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,421.4220000000001,1.6254,118.36,3,0.4444444444444444
CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,335.28200000000004,4.148200000000004,89.51999999999998,7,0.2608695652173913
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C,410.53600000000023,4.057500000000004,68.31,8,0.2142857142857142
c1c(NC(=O)c2ccccc2(I))cccc1,323.133,3.5435000000000016,29.1,2,0.75
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,290.323,2.572400000000001,85.25,4,0.4285714285714285
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,397.52400000000006,3.7726000000000024,64.63,10,0.2608695652173913
O=Cc1ccccc1,106.12399999999997,1.4991,17.07,1,0.75
NC(=O)c1ccccc1,121.13899999999995,0.7855000000000001,43.09,1,0.6666666666666666
c1ccccc1,78.11399999999999,1.6866,0.0,0,1.0
c1ccccc1C(O)c2ccccc2,184.238,2.768300000000001,20.23,2,0.8571428571428571
O=C(Cn1ccnc1N(=O)=O)NCc2ccccc2,260.253,1.1077,90.06,5,0.5789473684210527
C1c2ccccc2c3ccc4ccccc4c13,216.283,4.411000000000003,0.0,0,0.9411764705882352
c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,252.31599999999997,5.737200000000003,0.0,0,1.0
c1ccc2c(c1)c3cccc4c3c2cc5ccccc54,252.31599999999997,5.640400000000003,0.0,0,1.0
C1c2ccccc2c3cc4ccccc4cc13,216.283,4.411000000000002,0.0,0,0.9411764705882352
c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,252.31599999999997,5.737200000000003,0.0,0,1.0
c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,252.31599999999997,5.640400000000003,0.0,0,1.0
c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,252.31599999999997,5.640400000000003,0.0,0,1.0
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,276.338,6.3282000000000025,0.0,0,1.0
CCOC(=O)c1ccc(N)cc1,165.19199999999998,1.4455,52.32,2,0.5
OC(C(=O)c1ccccc1)c2ccccc2,212.248,2.602900000000001,37.3,3,0.75
N#Cc1ccccc1,103.12399999999997,1.55828,23.79,0,0.75
O=C(c1ccccc1)c2ccccc2,182.222,2.917600000000001,17.07,2,0.8571428571428571
c2ccc1scnc1c2 ,135.191,2.2962999999999996,12.89,0,1.0
c2ccc1[nH]nnc1c2,119.127,0.9578999999999998,41.57,0,1.0
c2ccc1ocnc1c2,119.12299999999998,1.8278,26.03,0,1.0
ClCc1ccccc1,126.58599999999996,2.4254000000000007,0.0,1,0.75
FC(F)(F)c1ccccc1,146.111,2.705400000000001,0.0,0,0.6
NC(=O)NCc1ccccc1 ,150.18099999999998,0.8548999999999998,55.120000000000005,2,0.5454545454545454
CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,476.5850000000002,3.636800000000003,100.90000000000002,6,0.0
C(Cc1ccccc1)c2ccccc2,182.266,3.4718000000000018,0.0,3,0.8571428571428571
c1ccc(cc1)c2ccccc2,154.21199999999996,3.353600000000002,0.0,1,1.0
c2ccc1nc(ccc1c2)c4ccc3ccccc3n4 ,256.308,4.450000000000003,25.78,1,1.0
CC1(C)C2CCC1(C)C(O)C2,154.253,2.1935,20.23,0,0.0
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O ,261.11899999999997,1.57852,54.86,2,0.4285714285714285
OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5 ,527.4140000000002,7.183700000000006,70.67,6,0.8
Brc1ccccc1,157.01,2.4491000000000005,0.0,0,0.8571428571428571
ClCBr,129.384,1.5776,0.0,0,0.0
BrC(Cl)Cl,163.82899999999998,2.1425,0.0,0,0.0
CCBr,108.966,1.4012,0.0,0,0.0
CBr,94.939,1.0111,0.0,0,0.0
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,366.0,4.652000000000002,27.69,4,0.375
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 ,428.12000000000006,4.3991000000000025,46.53,4,0.5454545454545454
Oc1c(Br)cc(C#N)cc1Br ,276.91499999999996,2.78888,44.02,0,0.5454545454545454
c1ccccc1n2ncc(N)c(Br)c2(=O),266.098,1.5771999999999995,60.91,1,0.8
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C ,316.4270000000001,1.74462,84.42,8,0.2857142857142857
O=C1NC(=O)NC(=O)C1(CC)C(C)CC,212.24899999999997,0.7948999999999993,75.27000000000001,3,0.0
c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1,263.381,3.999800000000003,38.33,1,0.3157894736842105
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC ,311.85300000000007,4.1574000000000035,29.54,9,0.2857142857142857
CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O ,303.156,1.6836,75.27000000000001,4,0.0
CCCCOC(=O)c1ccc(N)cc1,193.246,2.2257,52.32,4,0.4285714285714285
CCC(C)O,74.12299999999999,0.7771999999999999,20.23,1,0.0
CCCC,58.123999999999995,1.8064,0.0,1,0.0
CCCCS,90.191,1.7163,0.0,2,0.0
CCCCC1(CC)C(=O)NC(=O)NC1=O,212.249,0.9389999999999998,75.27000000000001,4,0.0
CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C,256.33099999999996,1.0257999999999998,69.56,1,0.2941176470588235
CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,236.702,2.825400000000001,32.34,2,0.375
CCCCOC=O,102.13299999999998,0.9595,26.3,4,0.0
CCSC(=O)N(CC(C)C)CC(C)C,217.378,3.4735000000000023,20.31,5,0.0
CCCCc1ccccc1,134.22199999999998,3.0292000000000012,0.0,3,0.6
CCCC=O,72.107,0.9854,17.07,2,0.0
Cn1cnc2n(C)c(=O)n(C)c(=O)c12,194.19399999999996,-1.0293,61.82,0,0.6428571428571429
CC1(C)C2CCC1(C)C(=O)C2,152.237,2.401700000000001,17.07,0,0.0
CCCCCC=O,100.161,1.7656,17.07,4,0.0
ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O ,349.06600000000014,3.520900000000001,37.38,3,0.0
O=C(Nc1ccccc1)Nc2ccccc2,212.252,3.3306000000000013,41.13,2,0.75
CNC(=O)Oc1cccc2ccccc12,201.225,2.5580000000000007,38.33,1,0.6666666666666666
c1ccc2c(c1)[nH]c3ccccc32,167.21099999999998,3.3211000000000013,15.79,0,1.0
c1c(NC(=O)OC(C)C(=O)NCC)cccc1,236.271,1.7597,67.42999999999999,4,0.3529411764705882
CNC(=O)Oc1cccc2CC(C)(C)Oc12,221.25599999999991,2.1183,47.56,1,0.375
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,342.875,5.420300000000004,18.46,8,0.3333333333333333
CC1=C(SCCO1)C(=O)Nc2ccccc2,235.308,2.620000000000001,38.33,2,0.375
CCC(Br)(CC)C(=O)NC(N)=O,237.097,1.1349999999999998,72.19,3,0.0
c1(O)c(C)ccc(C(C)C)c1,150.22099999999998,2.824020000000001,20.23,1,0.5454545454545454
CC(=C)C1CC=C(C)C(=O)C1,150.22099999999998,2.4879000000000007,17.07,1,0.0
OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl ,309.529,-0.4628999999999993,88.38000000000001,2,0.0
OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,323.13200000000006,0.909,112.70000000000002,6,0.3
CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,257.76899999999995,2.2173999999999996,45.150000000000006,6,0.3529411764705882
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,293.548,3.127600000000002,41.57,2,0.4
CC(OC(=O)Nc1cccc(Cl)c1)C#C,223.659,2.910200000000001,38.33,2,0.4
ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,409.7819999999999,5.682800000000001,0.0,0,0.0
ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl ,338.876,5.024200000000001,0.0,0,0.0
CN(C)C=Nc1ccc(Cl)cc1C,196.681,2.8698200000000007,15.6,2,0.4615384615384615
CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2,414.82700000000017,1.1715999999999998,127.79,8,0.4444444444444444
NC(=O)CCl ,93.513,-0.2895000000000001,43.09,1,0.0
ClCC#N,75.498,0.74878,23.79,0,0.0
Clc1ccccc1,112.55899999999995,2.34,0.0,0,0.8571428571428571
ClC(Br)Br,208.28,2.2986000000000004,0.0,0,0.0
ClCC,64.515,1.2451,0.0,0,0.0
ClC=C,62.499,1.3687,0.0,0,0.0
